,entry_id,Date,Time,Ethanol,humidity,methane,temperature,Hour,Mins,Secs,Year,Month,Day,E1,H1,M1,T1,E2,H2,M2,T2,Spoiled
900,901,2022-07-01,11:39:30,135,83.0,192.0,33.1,11,39,30,2022,7,1,136.8,83.0,192.0,33.04,136.73093147517417,83.0,191.9979166327577,33.039927404718696,No
901,902,2022-07-01,11:39:47,136,83.0,192.0,33.0,11,39,47,2022,7,1,136.8,83.0,192.0,33.019999999999996,136.7309314751742,83.0,191.9979166327577,33.01995163240629,No
902,903,2022-07-01,11:40:04,135,83.0,193.0,33.0,11,40,4,2022,7,1,135.2,83.0,192.4,33.04,135.19882179675994,83.0,192.398753894081,33.039927404718696,No
903,904,2022-07-01,11:40:21,135,83.0,192.0,33.0,11,40,21,2022,7,1,135.2,83.0,192.2,33.019999999999996,135.19882179675994,83.0,192.19708243268198,33.01995163240629,No
904,905,2022-07-01,11:40:38,135,83.0,193.0,33.1,11,40,38,2022,7,1,135.2,83.0,192.2,33.019999999999996,135.19882179675994,83.0,192.19708243268195,33.01995163240629,No
905,906,2022-07-01,11:40:55,135,83.0,191.0,33.0,11,40,55,2022,7,1,135.8,83.0,192.0,33.019999999999996,135.79008296353464,83.0,191.99791663275772,33.01995163240629,No
906,907,2022-07-01,11:41:12,136,83.0,192.0,33.0,11,41,12,2022,7,1,136.0,83.0,192.0,33.019999999999996,135.99124049980676,83.0,191.99791663275772,33.01995163240629,No
907,908,2022-07-01,11:41:29,138,83.0,192.0,33.0,11,41,29,2022,7,1,136.2,83.0,191.6,33.0,136.1929949042121,83.0,191.59874608150471,33.0,No
908,909,2022-07-01,11:41:47,136,83.0,192.0,33.0,11,41,47,2022,7,1,136.6,83.0,192.6,33.0,136.59533776748336,83.0,192.58439971706002,33.0,No
909,910,2022-07-01,11:42:04,136,83.0,191.0,33.0,11,42,4,2022,7,1,137.0,83.0,192.6,33.0,136.9941605217169,83.0,192.58439971706002,33.0,No
910,911,2022-07-01,11:42:21,137,83.0,196.0,33.0,11,42,21,2022,7,1,137.0,83.0,192.4,33.0,136.99416052171688,83.0,192.3823390861205,33.0,No
911,912,2022-07-01,11:42:38,138,83.0,192.0,33.0,11,42,38,2022,7,1,137.4,83.0,192.4,33.0,137.39531901250402,83.0,192.38233908612054,33.0,No
912,913,2022-07-01,11:42:55,138,83.0,191.0,33.0,11,42,55,2022,7,1,137.8,83.0,193.0,32.96,137.79883381924196,83.0,192.98351499186668,32.95980511571255,No
913,914,2022-07-01,11:43:12,138,83.0,192.0,33.0,11,43,12,2022,7,1,137.8,83.0,192.0,32.96,137.79883381924196,83.0,191.99378224918502,32.95980511571255,No
914,915,2022-07-01,11:43:29,138,83.0,194.0,32.8,11,43,29,2022,7,1,137.8,83.0,191.8,32.96,137.798833819242,83.0,191.79295842993474,32.95980511571255,No
915,916,2022-07-01,11:43:46,137,83.0,191.0,33.0,11,43,46,2022,7,1,137.8,83.0,191.8,32.96,137.79883381924196,83.0,191.79295842993474,32.95980511571255,No
916,917,2022-07-01,11:44:03,138,83.0,191.0,33.0,11,44,3,2022,7,1,137.8,83.0,191.6,32.96,137.79883381924196,83.0,191.5925542916236,32.95980511571255,No
917,918,2022-07-01,11:44:20,138,83.0,191.0,33.0,11,44,20,2022,7,1,137.6,83.0,191.0,33.0,137.59825327510916,83.0,191.0,33.0,No
918,919,2022-07-01,11:44:38,138,83.0,191.0,33.0,11,44,38,2022,7,1,139.2,83.0,191.2,33.0,139.14029905289766,83.0,191.19916579770594,33.0,No
919,920,2022-07-01,11:44:55,137,83.0,191.0,33.0,11,44,55,2022,7,1,139.0,83.2,191.4,33.0,138.93579711320143,83.1980906921241,191.39874739039666,33.0,No
920,921,2022-07-01,11:45:12,145,83.0,192.0,33.0,11,45,12,2022,7,1,138.8,83.4,192.4,33.0,138.73189542615967,83.39712918660287,192.38233908612054,33.0,No
921,922,2022-07-01,11:45:29,137,84.0,192.0,33.0,11,45,29,2022,7,1,138.4,83.6,193.2,33.0,138.32290568008438,83.59712230215827,193.18061080630855,33.0,No
922,923,2022-07-01,11:45:46,137,84.0,196.0,33.0,11,45,46,2022,7,1,139.6,83.6,194.2,33.0,139.50488028459776,83.59712230215828,194.18264956179348,33.0,No
923,924,2022-07-01,11:46:03,136,84.0,195.0,33.0,11,46,3,2022,7,1,137.8,83.8,194.8,33.0,137.75080136490539,83.79807692307693,194.78881314900937,33.0,No
924,925,2022-07-01,11:46:20,143,83.0,196.0,33.0,11,46,20,2022,7,1,137.6,83.8,194.4,33.0,137.54741721991059,83.79807692307693,194.37366167023555,33.0,No
925,926,2022-07-01,11:46:37,136,84.0,195.0,33.0,11,46,37,2022,7,1,137.6,83.8,194.4,32.86,137.54741721991059,83.79807692307693,194.37366167023555,32.85758323057953,No
926,927,2022-07-01,11:46:54,136,84.0,190.0,33.0,11,46,54,2022,7,1,137.6,83.8,194.6,32.86,137.54741721991059,83.79807692307693,194.57156636836183,32.85758323057953,No
927,928,2022-07-01,11:47:11,137,84.0,196.0,32.3,11,47,11,2022,7,1,136.2,83.8,193.8,32.84,136.1988304093567,83.79807692307693,193.77007514734285,32.83770724828218,No
928,929,2022-07-01,11:47:28,136,84.0,196.0,33.0,11,47,28,2022,7,1,136.2,83.8,193.2,32.8,136.1988304093567,83.79807692307693,193.17022564191237,32.79790650725329,No
929,930,2022-07-01,11:47:46,136,83.0,192.0,32.9,11,47,46,2022,7,1,136.4,83.8,194.2,32.8,136.398243045388,83.79807692307693,194.18264956179348,32.79790650725329,No
930,931,2022-07-01,11:48:03,136,84.0,192.0,32.8,11,48,3,2022,7,1,138.0,83.8,193.4,32.94,137.913361307646,83.79807692307693,193.38435266586555,32.93980530796639,No
931,932,2022-07-01,11:48:20,137,84.0,195.0,33.0,11,48,20,2022,7,1,139.6,83.8,192.8,32.94,139.48499897600996,83.79807692307693,192.79299470120225,32.93980530796639,No
932,933,2022-07-01,11:48:37,145,84.0,192.0,33.0,11,48,37,2022,7,1,141.2,84.0,193.4,32.96,141.09286979288768,84.0,193.3905000481742,32.95980511571255,No
933,934,2022-07-01,11:48:54,144,84.0,193.0,33.0,11,48,54,2022,7,1,142.8,84.0,193.4,33.0,142.73824137001887,84.0,193.39050004817423,33.0,No
934,935,2022-07-01,11:49:11,144,84.0,195.0,33.0,11,49,11,2022,7,1,142.6,84.0,192.8,33.0,142.519874728981,84.0,192.79299470120225,33.0,No
935,936,2022-07-01,11:49:28,144,84.0,192.0,33.0,11,49,28,2022,7,1,142.4,84.0,192.8,33.0,142.32558139534885,84.0,192.79299470120225,33.0,No
936,937,2022-07-01,11:49:45,136,84.0,192.0,33.0,11,49,45,2022,7,1,142.4,84.0,192.2,33.0,142.32558139534885,84.0,192.1867401523748,33.0,No
937,938,2022-07-01,11:50:02,144,84.0,192.0,33.0,11,50,2,2022,7,1,141.0,84.0,191.6,33.0,140.90244517267456,84.0,191.59663865546221,33.0,No
938,939,2022-07-01,11:50:19,144,84.0,190.0,33.0,11,50,19,2022,7,1,139.8,84.0,191.6,33.019999999999996,139.71367713329374,84.0,191.59663865546221,33.01995163240629,No
939,940,2022-07-01,11:50:36,137,84.0,192.0,33.0,11,50,36,2022,7,1,141.8,84.0,191.6,33.019999999999996,141.70788847266834,84.0,191.59663865546221,33.01995163240629,No
940,941,2022-07-01,11:50:54,138,84.0,192.0,33.1,11,50,54,2022,7,1,142.2,83.8,191.6,33.019999999999996,142.09098232877218,83.79807692307693,191.59663865546221,33.01995163240629,No
941,942,2022-07-01,11:51:11,146,84.0,192.0,33.0,11,51,11,2022,7,1,141.2,83.8,192.0,32.98,141.0894069674518,83.79807692307693,192.00000000000003,32.97970815981619,No
942,943,2022-07-01,11:51:28,146,83.0,192.0,33.0,11,51,28,2022,7,1,141.4,83.6,192.0,32.98,141.3003027245207,83.59712230215828,192.00000000000003,32.97970815981619,No
943,944,2022-07-01,11:51:45,139,84.0,192.0,32.8,11,51,45,2022,7,1,142.8,83.4,192.0,32.96,142.71115636950057,83.39712918660288,192.00000000000003,32.95980511571255,No
944,945,2022-07-01,11:52:02,138,83.0,192.0,33.0,11,52,2,2022,7,1,141.0,83.4,192.0,32.980000000000004,140.90159664424627,83.39712918660287,192.00000000000003,32.97970815981619,No
945,946,2022-07-01,11:52:19,145,83.0,192.0,33.0,11,52,19,2022,7,1,139.2,83.6,192.2,32.980000000000004,139.1373523102763,83.59712230215827,192.19917012448133,32.97970815981619,No
946,947,2022-07-01,11:52:36,137,84.0,192.0,33.1,11,52,36,2022,7,1,138.8,83.6,192.2,33.019999999999996,138.73189542615967,83.59712230215827,192.19917012448133,33.01995163240629,No
947,948,2022-07-01,11:52:53,137,84.0,193.0,33.0,11,52,53,2022,7,1,138.6,83.8,192.0,33.019999999999996,138.52859135285914,83.79807692307693,191.99791663275772,33.01995163240629,No
948,949,2022-07-01,11:53:10,137,84.0,192.0,33.0,11,53,10,2022,7,1,137.0,84.0,192.2,33.04,137.0,84.0,192.19708243268195,33.039927404718696,No
949,950,2022-07-01,11:53:27,137,84.0,191.0,33.0,11,53,27,2022,7,1,137.0,84.0,192.4,33.04,137.0,84.0,192.39666186424552,33.039927404718696,No
950,951,2022-07-01,11:53:45,137,84.0,193.0,33.1,11,53,45,2022,7,1,137.4,84.0,192.2,33.059999999999995,137.3953823953824,84.0,192.19708243268195,33.05992736077482,No
951,952,2022-07-01,11:54:02,137,84.0,193.0,33.1,11,54,2,2022,7,1,137.8,84.0,192.4,33.059999999999995,137.7930535455861,84.0,192.39666186424552,33.05992736077482,No
952,953,2022-07-01,11:54:19,139,84.0,192.0,33.1,11,54,19,2022,7,1,138.2,84.0,192.4,33.06,138.19303338171264,84.0,192.39666186424552,33.05992736077482,No
953,954,2022-07-01,11:54:36,139,84.0,193.0,33.0,11,54,36,2022,7,1,138.6,84.0,193.2,33.04,138.59534206695778,84.0,193.1786914875697,33.039927404718696,No
954,955,2022-07-01,11:54:53,139,84.0,191.0,33.0,11,54,53,2022,7,1,139.0,84.0,193.0,33.04,139.0,84.0,192.97748715652776,33.039927404718696,No
955,956,2022-07-01,11:55:10,139,84.0,197.0,33.0,11,55,10,2022,7,1,139.0,84.0,193.0,33.04,139.0,84.0,192.97748715652776,33.039927404718696,No
956,957,2022-07-01,11:55:27,139,84.0,192.0,33.1,11,55,27,2022,7,1,139.0,83.8,192.8,33.04,139.0,83.79807692307693,192.77670151619466,33.039927404718696,No
957,958,2022-07-01,11:55:44,139,84.0,192.0,33.1,11,55,44,2022,7,1,139.0,83.8,193.0,33.059999999999995,139.0,83.79807692307693,192.97959183673473,33.05992736077482,No
958,959,2022-07-01,11:56:01,139,83.0,192.0,33.0,11,56,1,2022,7,1,138.8,83.8,191.8,33.06,138.7988422575977,83.79807692307693,191.79916317991632,33.05992736077482,No
959,960,2022-07-01,11:56:18,139,84.0,192.0,33.1,11,56,18,2022,7,1,138.8,83.8,191.8,33.059999999999995,138.79884225759767,83.79807692307693,191.79916317991635,33.05992736077482,No
960,961,2022-07-01,11:56:35,138,84.0,191.0,33.0,11,56,35,2022,7,1,138.8,83.8,192.8,33.04,138.79884225759767,83.79807692307693,192.77670151619463,33.039927404718696,No
961,962,2022-07-01,11:56:53,139,84.0,192.0,33.1,11,56,53,2022,7,1,138.8,84.0,193.4,33.059999999999995,138.79884225759767,84.0,193.37410571906588,33.05992736077482,No
962,963,2022-07-01,11:57:10,139,84.0,197.0,33.0,11,57,10,2022,7,1,138.8,84.0,193.2,33.04,138.79884225759767,84.0,193.1703854390937,33.039927404718696,No
963,964,2022-07-01,11:57:27,139,84.0,195.0,33.1,11,57,27,2022,7,1,138.6,84.0,194.0,33.04,138.59534206695778,84.0,193.97522407623572,33.039927404718696,No
964,965,2022-07-01,11:57:44,139,84.0,191.0,33.0,11,57,44,2022,7,1,139.8,84.0,193.8,33.019999999999996,139.74851457087038,84.0,193.77023593849856,33.01995163240629,No
965,966,2022-07-01,11:58:01,137,84.0,195.0,33.0,11,58,1,2022,7,1,139.4,84.0,192.8,33.04,139.33949315220573,84.0,192.78262135451206,33.039927404718696,No
966,967,2022-07-01,11:58:18,145,84.0,191.0,33.0,11,58,18,2022,7,1,139.2,84.0,192.6,33.019999999999996,139.1373523102763,84.0,192.5863364019948,33.01995163240629,No
967,968,2022-07-01,11:58:35,137,84.0,192.0,33.1,11,58,35,2022,7,1,139.0,84.0,193.0,33.04,138.93579711320143,84.0,192.98963691619323,33.039927404718696,No
968,969,2022-07-01,11:58:52,138,84.0,194.0,33.0,11,58,52,2022,7,1,139.2,84.0,192.4,33.059999999999995,139.14029905289766,84.0,192.39460222983152,33.05992736077482,No
969,970,2022-07-01,11:59:09,138,84.0,193.0,33.1,11,59,9,2022,7,1,137.8,84.0,192.6,33.04,137.79883381924196,84.0,192.59668863526767,33.03980589843685,No
970,971,2022-07-01,11:59:26,138,84.0,192.0,33.1,11,59,26,2022,7,1,138.0,84.0,193.6,33.04,138.0,84.0,193.5823942218055,33.03980589843685,No
971,972,2022-07-01,11:59:43,138,84.0,192.0,32.9,11,59,43,2022,7,1,139.6,84.0,193.4,33.059999999999995,139.52908587257616,84.0,193.3824292965149,33.05980570734669,No
972,973,2022-07-01,12:00:00,138,84.0,197.0,33.1,12,0,0,2022,7,1,140.8,84.0,193.4,33.059999999999995,140.71470143173087,84.0,193.38242929651489,33.05980570734669,No
973,974,2022-07-01,12:00:18,146,84.0,193.0,33.1,12,0,18,2022,7,1,140.6,84.0,194.4,33.04,140.50554882037193,84.0,194.37621484601743,33.03980589843685,No
974,975,2022-07-01,12:00:35,144,84.0,193.0,33.1,12,0,35,2022,7,1,141.8,84.0,195.6,33.08,141.70788847266834,84.0,195.57619465761894,33.07995154451847,No
975,976,2022-07-01,12:00:52,137,84.0,197.0,33.0,12,0,52,2022,7,1,142.0,84.0,194.8,33.06,141.91757296439965,84.0,194.77467361438113,33.05992736077482,No
976,977,2022-07-01,12:01:09,144,84.0,198.0,33.1,12,1,9,2022,7,1,140.6,84.0,195.8,33.04,140.54162651960885,84.0,195.77251544718828,33.039927404718696,No
977,978,2022-07-01,12:01:26,139,84.0,193.0,33.0,12,1,26,2022,7,1,139.8,84.0,195.8,33.019999999999996,139.7621661167536,84.0,195.77251544718828,33.01995163240629,No
978,979,2022-07-01,12:01:43,139,84.0,198.0,33.0,12,1,43,2022,7,1,140.4,84.0,195.0,32.92,140.37590670460466,84.0,194.96938775510202,32.918602386847304,No
979,980,2022-07-01,12:02:00,140,84.0,193.0,33.0,12,2,0,2022,7,1,139.4,84.0,194.0,32.8,139.39828080229228,84.0,193.97969543147207,32.798165137614674,No
980,981,2022-07-01,12:02:17,140,84.0,193.0,32.5,12,2,17,2022,7,1,139.6,84.0,194.0,32.82,139.59827833572453,84.0,193.97969543147207,32.81787338682838,No
981,982,2022-07-01,12:02:34,139,84.0,193.0,32.5,12,2,34,2022,7,1,141.4,84.0,192.8,32.839999999999996,141.32448771296222,84.0,192.79916753381895,32.83760533545469,No
982,983,2022-07-01,12:02:52,140,84.0,193.0,33.1,12,2,52,2022,7,1,141.4,84.0,192.6,32.94,141.32448771296225,84.0,192.5987525987526,32.93543625878504,No
983,984,2022-07-01,12:03:09,148,84.0,192.0,33.1,12,3,9,2022,7,1,141.4,84.0,192.6,33.059999999999995,141.32448771296225,84.0,192.59875259875258,33.05688562334315,No
984,985,2022-07-01,12:03:26,140,84.0,192.0,33.5,12,3,26,2022,7,1,143.0,83.8,192.6,33.160000000000004,142.90593799264323,83.79807692307693,192.59875259875258,33.15908946743632,No
985,986,2022-07-01,12:03:43,140,84.0,193.0,33.1,12,3,43,2022,7,1,144.4,83.8,192.6,33.14,144.3088352348103,83.79807692307693,192.59875259875258,33.13896938960333,No
986,987,2022-07-01,12:04:00,147,83.0,193.0,33.0,12,4,0,2022,7,1,142.8,83.8,192.4,33.12,142.71844660194174,83.79807692307693,192.39666186424552,33.11887371364957,No
987,988,2022-07-01,12:04:17,147,84.0,193.0,33.0,12,4,17,2022,7,1,144.2,83.8,193.6,33.04,144.11764705882354,83.79807692307693,193.57225071738864,33.039927404718696,No
988,989,2022-07-01,12:04:34,140,84.0,191.0,33.0,12,4,34,2022,7,1,144.0,83.8,193.6,33.019999999999996,143.90450031692373,83.79807692307693,193.57225071738864,33.01995163240629,No
989,990,2022-07-01,12:04:51,147,84.0,198.0,33.1,12,4,51,2022,7,1,142.6,84.0,193.6,33.04,142.5094155391268,84.0,193.57225071738864,33.039927404718696,No
990,991,2022-07-01,12:05:08,139,84.0,193.0,33.0,12,5,8,2022,7,1,141.2,84.0,194.4,33.059999999999995,141.1411203978725,84.0,194.3638859687529,33.05992736077482,No
991,992,2022-07-01,12:05:25,140,84.0,193.0,33.1,12,5,25,2022,7,1,141.0,84.0,194.6,33.08,140.93668092150642,84.0,194.57013273517884,33.07995154451847,No
992,993,2022-07-01,12:05:42,140,84.0,197.0,33.1,12,5,42,2022,7,1,139.6,84.0,193.4,33.059999999999995,139.59827833572453,84.0,193.3824292965149,33.05992736077482,No
993,994,2022-07-01,12:06:00,139,84.0,192.0,33.1,12,6,0,2022,7,1,139.6,83.8,194.0,33.08,139.59827833572453,83.79807692307693,193.97741433849603,33.07995154451847,No
994,995,2022-07-01,12:06:17,140,84.0,192.0,33.0,12,6,17,2022,7,1,139.6,83.6,193.8,33.120000000000005,139.59827833572453,83.59712230215828,193.7745436296343,33.119710884446654,No
995,996,2022-07-01,12:06:34,139,83.0,196.0,33.1,12,6,34,2022,7,1,139.6,83.6,192.8,33.14,139.59827833572453,83.59712230215828,192.78688524590166,33.13968643923988,No
996,997,2022-07-01,12:06:51,140,83.0,192.0,33.3,12,6,51,2022,7,1,139.8,83.6,193.0,33.12,139.79885057471265,83.59712230215827,192.98769211147248,33.11958989389374,No
997,998,2022-07-01,12:07:08,140,84.0,192.0,33.2,12,7,8,2022,7,1,139.6,83.6,193.0,33.10000000000001,139.59827833572453,83.59712230215827,192.98769211147248,33.09939576267157,No
998,999,2022-07-01,12:07:25,140,84.0,193.0,33.0,12,7,25,2022,7,1,141.2,83.8,193.2,33.1,141.1411203978725,83.79807692307693,193.1808005588987,33.09939576267157,No
999,1000,2022-07-01,12:07:42,139,84.0,192.0,32.9,12,7,42,2022,7,1,141.0,84.0,193.4,33.08,140.9366809215064,84.0,193.3824292965149,33.07958834586333,No
1000,1001,2022-07-01,12:07:59,147,84.0,197.0,33.1,12,7,59,2022,7,1,141.0,84.0,194.2,33.059999999999995,140.93668092150642,84.0,194.18071028028456,33.05968515407974,No
1001,1002,2022-07-01,12:08:16,139,84.0,193.0,33.2,12,8,16,2022,7,1,142.4,84.0,193.8,33.06,142.30099589107877,84.0,193.7724215739507,33.05968515407974,No
1002,1003,2022-07-01,12:08:33,140,84.0,196.0,33.1,12,8,33,2022,7,1,142.6,84.0,193.8,33.120000000000005,142.5094155391268,84.0,193.77242157395074,33.119830785866675,No
1003,1004,2022-07-01,12:08:50,147,84.0,191.0,33.0,12,8,50,2022,7,1,141.2,84.0,193.6,33.12,141.1411203978725,84.0,193.57812911128806,33.119830785866675,No
1004,1005,2022-07-01,12:09:08,140,84.0,192.0,33.2,12,9,8,2022,7,1,141.4,84.0,193.6,33.08,141.34615384615387,84.0,193.57812911128806,33.079830844282604,No
1005,1006,2022-07-01,12:09:25,140,84.0,196.0,33.1,12,9,25,2022,7,1,142.8,84.0,192.8,33.1,142.71844660194176,84.0,192.78478476697867,33.099758307715895,No
1006,1007,2022-07-01,12:09:42,140,84.0,193.0,33.0,12,9,42,2022,7,1,141.2,84.0,193.0,33.14,141.1411203978725,84.0,192.9876921114725,33.139806485336536,No
1007,1008,2022-07-01,12:09:59,147,84.0,192.0,33.2,12,9,59,2022,7,1,141.2,84.0,193.0,33.14,141.1411203978725,84.0,192.9876921114725,33.139806485336536,No
1008,1009,2022-07-01,12:10:16,139,84.0,192.0,33.2,12,10,16,2022,7,1,141.2,84.0,193.4,33.160000000000004,141.1411203978725,84.0,193.37233941617382,33.15980629539951,No
1009,1010,2022-07-01,12:10:33,140,84.0,192.0,33.2,12,10,33,2022,7,1,141.2,84.0,193.4,33.2,141.1411203978725,84.0,193.37233941617382,33.2,No
1010,1011,2022-07-01,12:10:50,140,84.0,198.0,33.2,12,10,50,2022,7,1,141.2,84.0,193.4,33.2,141.1411203978725,84.0,193.37233941617382,33.2,No
1011,1012,2022-07-01,12:11:07,140,84.0,193.0,33.2,12,11,7,2022,7,1,141.4,84.0,193.4,33.2,141.34615384615384,84.0,193.37233941617382,33.2,No
1012,1013,2022-07-01,12:11:24,147,84.0,192.0,33.2,12,11,24,2022,7,1,142.8,83.8,193.4,33.2,142.71844660194176,83.79807692307693,193.37233941617382,33.2,No
1013,1014,2022-07-01,12:11:41,140,84.0,192.0,33.2,12,11,41,2022,7,1,142.6,83.8,192.2,33.2,142.5094155391268,83.79807692307693,192.19917012448136,33.2,No
1014,1015,2022-07-01,12:11:58,147,83.0,192.0,33.2,12,11,58,2022,7,1,142.6,83.8,192.0,33.2,142.5094155391268,83.79807692307693,192.00000000000003,33.2,No
1015,1016,2022-07-01,12:12:16,139,84.0,192.0,33.2,12,12,16,2022,7,1,142.4,83.8,192.0,33.18,142.32041173058136,83.79807692307693,192.00000000000003,33.17995169082126,No
1016,1017,2022-07-01,12:12:33,140,84.0,192.0,33.2,12,12,33,2022,7,1,142.4,84.0,193.0,33.14,142.32041173058133,83.9952376902798,192.97959183673473,33.139806485336536,No
1017,1018,2022-07-01,12:12:50,146,84.0,192.0,33.1,12,12,50,2022,7,1,141.0,84.2,193.0,33.14,140.95572622095216,84.19811320754718,192.9795918367347,33.139806485336536,No
1018,1019,2022-07-01,12:13:07,140,85.0,197.0,33.0,12,13,7,2022,7,1,141.2,84.4,194.2,33.14,141.16022099447517,84.39716312056738,194.16233705627977,33.139806485336536,No
1019,1020,2022-07-01,12:13:24,140,84.0,192.0,33.2,12,13,24,2022,7,1,141.2,84.4,195.0,33.14,141.16022099447517,84.39716312056738,194.96708332642655,33.139806485336536,No
1020,1021,2022-07-01,12:13:41,140,85.0,198.0,33.2,12,13,41,2022,7,1,141.4,84.4,195.0,33.160000000000004,141.34615384615387,84.39716312056738,194.96708332642655,33.15980629539951,No
1021,1022,2022-07-01,12:13:58,140,84.0,196.0,33.2,12,13,58,2022,7,1,141.4,84.2,194.0,33.18,141.34615384615384,84.19811320754718,193.9672622766463,33.17995169082126,No
1022,1023,2022-07-01,12:14:15,147,84.0,192.0,33.2,12,14,15,2022,7,1,141.4,84.2,194.0,33.14,141.34615384615387,84.19811320754718,193.9672622766463,33.139806485336536,No
1023,1024,2022-07-01,12:14:32,140,84.0,192.0,33.1,12,14,32,2022,7,1,141.4,84.0,192.8,33.14,141.34615384615387,84.0,192.78688524590166,33.139806485336536,No
1024,1025,2022-07-01,12:14:49,140,84.0,192.0,33.0,12,14,49,2022,7,1,141.4,84.0,192.2,33.12,141.34615384615387,84.0,192.19917012448133,33.119830785866675,No
1025,1026,2022-07-01,12:15:07,140,84.0,192.0,33.2,12,15,7,2022,7,1,140.0,84.0,192.6,33.120000000000005,140.0,84.0,192.59668863526764,33.119830785866675,No
1026,1027,2022-07-01,12:15:24,140,84.0,193.0,33.1,12,15,24,2022,7,1,140.0,84.2,192.8,33.14,140.0,84.19811320754718,192.79709927267268,33.139806485336536,No
1027,1028,2022-07-01,12:15:41,140,84.0,194.0,33.2,12,15,41,2022,7,1,140.2,84.4,192.8,33.18000000000001,140.19886363636365,84.39716312056738,192.79709927267268,33.179951690821255,No
1028,1029,2022-07-01,12:15:58,140,85.0,193.0,33.2,12,15,58,2022,7,1,141.6,84.6,192.8,33.160000000000004,141.54886293792256,84.59715639810427,192.79709927267268,33.159927579963785,No
1029,1030,2022-07-01,12:16:15,141,85.0,192.0,33.2,12,16,15,2022,7,1,141.6,84.8,192.6,33.160000000000004,141.54886293792254,84.79809976247031,192.59668863526767,33.15992757996379,No
1030,1031,2022-07-01,12:16:32,147,85.0,192.0,33.1,12,16,32,2022,7,1,143.2,85.0,192.4,33.14,143.11314892259117,85.0,192.398753894081,33.13992762364295,No
1031,1032,2022-07-01,12:16:49,140,85.0,192.0,33.1,12,16,49,2022,7,1,144.6,85.0,193.0,33.14,144.5201374912372,85.0,192.98769211147248,33.13992762364295,No
1032,1033,2022-07-01,12:17:06,148,85.0,193.0,33.1,12,17,6,2022,7,1,144.4,85.0,193.2,33.12,144.3088352348103,85.0,193.18891773417883,33.11995177817963,No
1033,1034,2022-07-01,12:17:23,147,85.0,196.0,33.2,12,17,23,2022,7,1,143.0,85.0,193.4,33.14,142.9059379926432,85.0,193.3905634252849,33.13992762364295,No
1034,1035,2022-07-01,12:17:40,140,85.0,193.0,33.1,12,17,40,2022,7,1,143.0,85.0,193.4,33.14,142.9059379926432,85.0,193.3905634252849,33.13992762364295,No
1035,1036,2022-07-01,12:17:57,140,85.0,193.0,33.2,12,17,57,2022,7,1,141.4,85.0,193.2,33.160000000000004,141.34615384615387,85.0,193.18891773417883,33.15992757996379,No
1036,1037,2022-07-01,12:18:14,140,85.0,192.0,33.1,12,18,14,2022,7,1,140.2,85.0,192.4,33.160000000000004,140.19886363636365,85.0,192.398753894081,33.15992757996379,No
1037,1038,2022-07-01,12:18:31,140,85.0,192.0,33.2,12,18,31,2022,7,1,140.2,85.0,192.4,33.14,140.19886363636365,85.0,192.398753894081,33.13980648533653,No
1038,1039,2022-07-01,12:18:49,141,85.0,192.0,33.2,12,18,49,2022,7,1,140.4,85.0,192.4,33.14,140.39829302987198,85.0,192.39875389408098,33.139806485336536,No
1039,1040,2022-07-01,12:19:06,140,85.0,193.0,33.0,12,19,6,2022,7,1,140.4,85.0,193.2,33.14,140.39829302987198,85.0,193.18891773417883,33.13980648533653,No
1040,1041,2022-07-01,12:19:23,141,85.0,193.0,33.2,12,19,23,2022,7,1,140.4,85.0,194.2,33.14,140.39829302987198,85.0,194.18071028028456,33.139806485336536,No
1041,1042,2022-07-01,12:19:40,140,85.0,196.0,33.1,12,19,40,2022,7,1,140.2,85.0,194.4,33.14,140.19886363636365,85.0,194.38443279338495,33.139806485336536,No
1042,1043,2022-07-01,12:19:57,140,85.0,197.0,33.2,12,19,57,2022,7,1,140.4,85.0,195.0,33.160000000000004,140.39829302987198,85.0,194.9856091766356,33.159927579963785,No
1043,1044,2022-07-01,12:20:14,140,85.0,193.0,33.2,12,20,14,2022,7,1,141.8,85.0,195.6,33.160000000000004,141.73329193510827,85.0,195.5905156349244,33.15992757996379,No
1044,1045,2022-07-01,12:20:31,141,85.0,196.0,33.1,12,20,31,2022,7,1,142.0,85.0,194.8,33.14,141.93711376268024,85.0,194.7806252664813,33.13980648533653,No
1045,1046,2022-07-01,12:20:48,148,85.0,196.0,33.2,12,20,48,2022,7,1,142.2,85.0,194.0,33.019999999999996,142.1415226529659,85.0,193.98559859832056,33.018486404412485,No
1046,1047,2022-07-01,12:21:05,141,85.0,192.0,33.0,12,21,5,2022,7,1,142.2,85.0,193.8,33.02,142.1415226529659,85.0,193.78271077908218,33.018486404412485,No
1047,1048,2022-07-01,12:21:23,141,85.0,193.0,32.6,12,21,23,2022,7,1,142.0,85.0,193.2,33.04,141.93711376268024,85.0,193.18891773417883,33.03834000577209,No
1048,1049,2022-07-01,12:21:40,140,85.0,192.0,33.2,12,21,40,2022,7,1,140.4,85.0,192.4,33.04,140.39829302987198,85.0,192.398753894081,33.03834000577209,No
1049,1050,2022-07-01,12:21:57,140,85.0,193.0,33.2,12,21,57,2022,7,1,140.4,85.0,192.6,33.080000000000005,140.39829302987198,85.0,192.59875259875258,33.07823960880196,No
