,Methane,Ethanol,Humidity,Temperature,Quality
1064,203.0,163.0,95.0,31.2,9.091949994158195
1065,203.0,164.0,95.0,31.3,9.07960431514585
1066,205.0,165.0,95.0,30.8,9.035712894808585
1067,204.0,163.0,95.0,31.3,9.076177123495736
1068,203.0,163.0,95.0,31.1,9.091949994158195
1069,203.0,173.0,95.0,31.2,8.968493204034738
1070,204.0,166.0,95.0,31.3,9.0391400864587
1071,204.0,163.0,95.0,31.3,9.076177123495736
1072,206.0,166.0,95.0,31.0,9.00759434513378
1073,205.0,166.0,95.0,31.1,9.023367215796238
1074,205.0,171.0,95.0,31.2,8.96163882073451
1075,205.0,166.0,95.0,31.2,9.023367215796238
1076,205.0,165.0,95.0,31.2,9.035712894808585
1077,208.0,174.0,95.0,31.2,8.87728317171009
1078,205.0,164.0,95.0,31.3,9.04805857382093
1079,204.0,166.0,95.0,31.3,9.0391400864587
1080,207.0,164.0,95.0,31.1,9.016512832496009
1081,205.0,163.0,95.0,31.0,9.060404252833274
1082,205.0,165.0,95.0,31.2,9.035712894808585
1083,206.0,166.0,95.0,31.4,9.00759434513378
1084,205.0,165.0,95.0,31.1,9.035712894808585
1085,206.0,175.0,95.0,31.2,8.896483234022666
1086,205.0,166.0,95.0,31.2,9.023367215796238
1087,205.0,165.0,95.0,31.2,9.035712894808585
1088,208.0,167.0,95.0,31.1,8.963702924796511
1089,204.0,167.0,95.0,31.0,9.026794407446353
1090,205.0,165.0,95.0,31.2,9.035712894808585
1091,204.0,171.0,95.0,31.3,8.97741169139697
1092,203.0,166.0,95.0,32.3,9.05491295712116
1093,206.0,166.0,95.0,31.2,9.00759434513378
1094,210.0,164.0,95.0,32.4,8.969194220508626
1095,206.0,163.0,95.0,31.2,9.044631382170817
1096,204.0,175.0,95.0,31.5,8.928028975347587
1097,206.0,163.0,95.0,31.4,9.044631382170817
1098,206.0,167.0,95.0,31.3,8.995248666121432
1099,208.0,174.0,95.0,31.3,8.87728317171009
1100,207.0,168.0,95.0,31.1,8.967130116446626
1101,206.0,167.0,95.0,31.3,8.995248666121432
1102,210.0,175.0,95.0,31.2,8.833391751372822
1103,207.0,163.0,95.0,31.3,9.028858511508354
1104,208.0,166.0,95.0,31.3,8.976048603808858
1105,209.0,163.0,95.0,31.2,8.997312770183433
1106,206.0,175.0,95.0,31.1,8.896483234022666
1107,206.0,167.0,95.0,31.3,8.995248666121432
1108,205.0,175.0,95.0,31.3,8.912256104685127
1109,209.0,167.0,95.0,31.2,8.94793005413405
1110,208.0,165.0,95.0,31.3,8.9883942828212
1111,210.0,165.0,95.0,31.2,8.956848541496282
1112,206.0,165.0,95.0,31.2,9.019940024146123
1113,207.0,167.0,95.0,31.4,8.97947579545897
1114,208.0,165.0,95.0,31.3,8.9883942828212
1115,206.0,166.0,95.0,31.2,9.00759434513378
1116,208.0,173.0,95.0,31.2,8.889628850722437
1117,206.0,163.0,95.0,31.2,9.044631382170817
1118,208.0,167.0,95.0,31.4,8.963702924796511
1119,209.0,167.0,95.0,31.3,8.94793005413405
1120,206.0,167.0,95.0,31.2,8.995248666121432
1121,208.0,166.0,95.0,31.2,8.976048603808858
1122,205.0,165.0,95.0,31.3,9.035712894808585
1123,207.0,166.0,95.0,31.2,8.991821474471317
1124,205.0,168.0,95.0,31.3,8.998675857771547
1125,207.0,175.0,95.0,31.3,8.880710363360206
1126,206.0,165.0,95.0,31.2,9.019940024146123
1127,206.0,165.0,95.0,31.3,9.019940024146123
1128,210.0,165.0,95.0,31.2,8.956848541496282
1129,208.0,165.0,95.0,31.3,8.9883942828212
1130,207.0,167.0,95.0,31.0,8.97947579545897
1131,207.0,172.0,95.0,31.3,8.917747400397243
1132,208.0,167.0,95.0,31.3,8.963702924796511
1133,211.0,172.0,95.0,31.2,8.854655917747401
1134,213.0,163.0,95.0,31.2,8.93422128753359
1135,210.0,174.0,95.0,31.2,8.84573743038517
1136,215.0,167.0,95.0,31.2,8.853292830159287
1137,207.0,168.0,95.0,31.3,8.967130116446626
1138,214.0,165.0,95.0,31.2,8.89375705884644
1139,209.0,174.0,95.0,31.4,8.86151030104763
1140,207.0,167.0,95.0,31.2,8.97947579545897
1141,207.0,169.0,95.0,31.2,8.95478443743428
1142,211.0,167.0,95.0,31.2,8.916384312809129
1143,209.0,170.0,95.0,31.5,8.910893017097013
1144,206.0,167.0,95.0,31.2,8.995248666121432
1145,208.0,165.0,95.0,31.1,8.9883942828212
1146,209.0,167.0,95.0,31.2,8.94793005413405
1147,208.0,165.0,95.0,31.2,8.9883942828212
1148,208.0,165.0,95.0,31.5,8.9883942828212
1149,209.0,168.0,95.0,31.3,8.935584375121703
1150,210.0,167.0,95.0,31.1,8.93215718347159
1151,208.0,168.0,95.0,31.3,8.951357245784164
1152,209.0,168.0,95.0,31.1,8.935584375121703
1153,209.0,167.0,95.0,31.2,8.94793005413405
1154,209.0,165.0,95.0,31.4,8.972621412158741
1155,208.0,174.0,95.0,31.3,8.87728317171009
1156,210.0,168.0,95.0,31.2,8.919811504459243
1157,209.0,165.0,95.0,31.2,8.972621412158741
1158,211.0,168.0,95.0,31.3,8.904038633796782
1159,209.0,166.0,95.0,31.2,8.960275733146396
1160,206.0,175.0,95.0,31.2,8.896483234022666
1161,205.0,170.0,95.0,31.2,8.973984499746855
1162,207.0,168.0,95.0,31.3,8.967130116446626
1163,211.0,170.0,95.0,31.3,8.87934727577209
1164,207.0,165.0,95.0,31.3,9.004167153483662
1165,207.0,170.0,95.0,31.2,8.942438758421934
1166,209.0,168.0,95.0,31.2,8.935584375121703
1167,209.0,178.0,95.0,31.2,8.812127584998247
1168,210.0,167.0,95.0,31.5,8.93215718347159
1169,208.0,167.0,95.0,31.4,8.963702924796511
1170,211.0,168.0,95.0,31.2,8.904038633796782
1171,210.0,168.0,95.0,31.4,8.919811504459243
1172,208.0,175.0,95.0,31.2,8.864937492697745
1173,208.0,175.0,95.0,31.4,8.864937492697745
1174,211.0,168.0,95.0,31.5,8.904038633796782
1175,216.0,168.0,95.0,31.3,8.82517428048448
1176,212.0,178.0,95.0,31.2,8.764808973010865
1177,208.0,165.0,95.0,31.2,8.9883942828212
1178,209.0,166.0,95.0,31.2,8.960275733146396
1179,214.0,168.0,95.0,31.2,8.856720021809402
1180,207.0,167.0,95.0,31.4,8.97947579545897
1181,208.0,168.0,95.0,31.5,8.951357245784164
1182,209.0,168.0,95.0,31.3,8.935584375121703
1183,210.0,176.0,95.0,31.2,8.82104607236048
1184,208.0,170.0,95.0,31.3,8.926665887759475
1185,208.0,168.0,95.0,31.3,8.951357245784164
1186,211.0,176.0,95.0,31.2,8.805273201698018
1187,210.0,168.0,95.0,31.3,8.919811504459243
1188,209.0,171.0,95.0,31.5,8.898547338084667
1189,210.0,170.0,95.0,31.5,8.895120146434552
1190,209.0,168.0,95.0,31.2,8.935584375121703
1191,207.0,170.0,95.0,31.5,8.942438758421934
1192,209.0,168.0,95.0,31.5,8.935584375121703
1193,209.0,168.0,95.0,31.2,8.935584375121703
1194,210.0,167.0,95.0,31.2,8.93215718347159
1195,209.0,167.0,95.0,31.1,8.94793005413405
1196,209.0,170.0,95.0,31.3,8.910893017097013
1197,210.0,168.0,95.0,31.4,8.919811504459243
1198,210.0,171.0,95.0,31.3,8.882774467422207
1199,209.0,168.0,95.0,31.3,8.935584375121703
1200,211.0,168.0,95.0,31.2,8.904038633796782
1201,212.0,176.0,95.0,31.2,8.789500331035558
1202,211.0,170.0,95.0,31.3,8.87934727577209
1203,211.0,168.0,95.0,31.2,8.904038633796782
1204,211.0,168.0,95.0,30.1,8.904038633796782
1205,209.0,169.0,95.0,31.3,8.923238696109358
1206,210.0,168.0,95.0,31.4,8.919811504459243
1207,212.0,166.0,95.0,31.3,8.912957121159014
1208,212.0,168.0,95.0,31.3,8.888265763134322
1209,211.0,171.0,95.0,31.2,8.867001596759746
1210,211.0,167.0,95.0,31.2,8.916384312809129
1211,211.0,168.0,95.0,31.2,8.904038633796782
1212,209.0,167.0,95.0,31.0,8.94793005413405
1213,209.0,167.0,95.0,31.3,8.94793005413405
1214,211.0,167.0,95.0,31.5,8.916384312809129
1215,211.0,178.0,95.0,31.3,8.780581843673327
1216,210.0,171.0,95.0,31.2,8.882774467422207
1217,210.0,170.0,95.0,31.3,8.895120146434552
1218,213.0,167.0,95.0,31.5,8.884838571484208
1219,210.0,168.0,95.0,31.8,8.919811504459243
1220,209.0,171.0,95.0,31.2,8.898547338084667
1221,210.0,167.0,95.0,31.2,8.93215718347159
1222,209.0,167.0,95.0,31.2,8.94793005413405
1223,209.0,169.0,95.0,31.2,8.923238696109358
1224,210.0,170.0,95.0,31.2,8.895120146434552
1225,211.0,170.0,95.0,31.2,8.87934727577209
1226,211.0,171.0,95.0,31.1,8.867001596759746
1227,210.0,167.0,95.0,31.5,8.93215718347159
1228,211.0,176.0,95.0,31.5,8.805273201698018
1229,212.0,176.0,95.0,31.2,8.789500331035558
1230,212.0,169.0,95.0,31.2,8.875920084121978
1231,216.0,169.0,95.0,31.2,8.812828601472134
1232,214.0,177.0,95.0,31.1,8.74560891069829
1233,214.0,167.0,95.0,31.3,8.869065700821746
1234,211.0,168.0,95.0,31.2,8.904038633796782
1235,216.0,167.0,95.0,31.3,8.837519959496825
1236,211.0,168.0,95.0,31.5,8.904038633796782
1237,211.0,171.0,95.0,31.1,8.867001596759746
1238,210.0,171.0,95.0,31.0,8.882774467422207
1239,211.0,176.0,95.0,31.2,8.805273201698018
1240,214.0,171.0,95.0,31.1,8.819682984772363
1241,213.0,169.0,95.0,31.2,8.860147213459516
1242,214.0,170.0,95.0,31.2,8.83202866378471
1243,212.0,170.0,95.0,31.5,8.863574405109631
1244,211.0,168.0,95.0,30.4,8.904038633796782
1245,211.0,169.0,95.0,31.2,8.891692954784439
1246,212.0,170.0,95.0,31.1,8.863574405109631
1247,211.0,167.0,95.0,31.2,8.916384312809129
1248,211.0,170.0,95.0,31.2,8.87934727577209
1249,211.0,167.0,95.0,31.2,8.916384312809129
1250,212.0,168.0,95.0,31.3,8.888265763134322
1251,210.0,176.0,95.0,31.2,8.82104607236048
1252,212.0,170.0,95.0,31.2,8.863574405109631
1253,210.0,175.0,95.0,31.2,8.833391751372822
1254,215.0,167.0,95.0,31.3,8.853292830159287
1255,210.0,176.0,95.0,31.2,8.82104607236048
1256,215.0,168.0,95.0,31.5,8.84094715114694
1257,211.0,167.0,95.0,31.5,8.916384312809129
1258,215.0,170.0,95.0,31.4,8.816255793122249
1259,210.0,171.0,95.0,31.4,8.882774467422207
1260,213.0,175.0,95.0,31.3,8.786073139385442
1261,210.0,171.0,95.0,31.4,8.882774467422207
1262,211.0,168.0,95.0,31.5,8.904038633796782
1263,214.0,168.0,95.0,31.2,8.856720021809402
1264,210.0,176.0,95.0,31.5,8.82104607236048
1265,209.0,168.0,95.0,31.3,8.935584375121703
1266,209.0,172.0,95.0,31.3,8.886201659072322
1267,214.0,169.0,95.0,31.3,8.844374342797055
1268,209.0,169.0,95.0,31.2,8.923238696109358
1269,210.0,169.0,95.0,31.5,8.907465825446899
1270,208.0,171.0,95.0,31.3,8.914320208747128
1271,211.0,176.0,95.0,31.1,8.805273201698018
1272,208.0,176.0,95.0,31.3,8.8525918136854
1273,209.0,170.0,95.0,31.3,8.910893017097013
1274,214.0,176.0,95.0,30.7,8.757954589710636
1275,212.0,178.0,95.0,31.3,8.764808973010865
1276,212.0,172.0,95.0,31.3,8.83888304708494
1277,215.0,178.0,95.0,31.2,8.717490361023483
1278,216.0,171.0,95.0,31.2,8.788137243447443
1279,211.0,170.0,95.0,31.4,8.87934727577209
1280,216.0,172.0,95.0,31.4,8.775791564435098
1281,212.0,172.0,95.0,31.3,8.83888304708494
1282,211.0,169.0,95.0,31.1,8.891692954784439
1283,211.0,169.0,95.0,31.5,8.891692954784439
1284,212.0,169.0,95.0,31.5,8.875920084121978
1285,213.0,170.0,95.0,31.4,8.847801534447171
1286,213.0,169.0,95.0,31.2,8.860147213459516
1287,213.0,167.0,95.0,30.7,8.884838571484208
1288,212.0,171.0,95.0,31.4,8.851228726097286
1289,211.0,169.0,95.0,31.2,8.891692954784439
1290,211.0,171.0,95.0,31.3,8.867001596759746
1291,212.0,171.0,95.0,31.2,8.851228726097286
1292,211.0,171.0,95.0,31.2,8.867001596759746
1293,213.0,167.0,95.0,31.2,8.884838571484208
1294,213.0,169.0,95.0,31.2,8.860147213459516
1295,212.0,172.0,95.0,31.3,8.83888304708494
1296,212.0,169.0,95.0,31.2,8.875920084121978
1297,211.0,171.0,95.0,31.2,8.867001596759746
1298,211.0,177.0,95.0,31.5,8.792927522685671
1299,211.0,172.0,95.0,31.3,8.854655917747401
1300,211.0,179.0,95.0,31.3,8.76823616466098
1301,210.0,177.0,95.0,31.4,8.808700393348133
1302,214.0,173.0,95.0,31.3,8.794991626747672
1303,211.0,177.0,95.0,31.3,8.792927522685671
1304,214.0,172.0,95.0,31.4,8.807337305760019
1305,214.0,180.0,95.0,31.4,8.708571873661253
1306,211.0,172.0,95.0,31.2,8.854655917747401
1307,214.0,172.0,95.0,31.2,8.807337305760019
1308,212.0,172.0,95.0,31.2,8.83888304708494
1309,215.0,169.0,95.0,31.2,8.828601472134595
1310,212.0,172.0,95.0,31.4,8.83888304708494
1311,211.0,169.0,95.0,31.2,8.891692954784439
1312,213.0,172.0,95.0,31.4,8.82311017642248
1313,212.0,169.0,95.0,31.2,8.875920084121978
1314,213.0,173.0,95.0,31.4,8.810764497410133
1315,212.0,169.0,95.0,31.4,8.875920084121978
1316,212.0,178.0,95.0,31.3,8.764808973010865
1317,212.0,172.0,95.0,31.5,8.83888304708494
1318,213.0,172.0,95.0,31.2,8.82311017642248
1319,211.0,174.0,95.0,31.3,8.82996455972271
1320,213.0,169.0,95.0,31.2,8.860147213459516
1321,211.0,172.0,95.0,31.2,8.854655917747401
1322,211.0,173.0,95.0,31.4,8.842310238735054
1323,214.0,181.0,95.0,31.4,8.696226194648908
1324,212.0,170.0,95.0,31.3,8.863574405109631
1325,213.0,175.0,95.0,31.2,8.786073139385442
1326,214.0,178.0,95.0,31.3,8.733263231685944
1327,217.0,174.0,95.0,31.4,8.735327335747945
1328,213.0,173.0,95.0,31.1,8.810764497410133
1329,217.0,172.0,95.0,31.2,8.760018693772638
1330,218.0,169.0,95.0,31.4,8.781282860147213
1331,212.0,172.0,95.0,30.7,8.83888304708494
1332,214.0,172.0,95.0,31.2,8.807337305760019
1333,213.0,170.0,95.0,31.3,8.847801534447171
1334,214.0,172.0,95.0,31.5,8.807337305760019
1335,213.0,169.0,95.0,31.3,8.860147213459516
1336,211.0,169.0,95.0,31.3,8.891692954784439
1337,214.0,169.0,95.0,31.5,8.844374342797055
1338,214.0,170.0,95.0,31.3,8.83202866378471
1339,211.0,169.0,95.0,31.3,8.891692954784439
1340,215.0,179.0,95.0,31.4,8.705144682011138
1341,212.0,169.0,95.0,31.2,8.875920084121978
1342,213.0,174.0,95.0,31.4,8.798418818397788
1343,213.0,173.0,95.0,31.5,8.810764497410133
1344,218.0,181.0,95.0,31.1,8.633134711999066
1345,213.0,172.0,95.0,31.5,8.82311017642248
1346,214.0,169.0,95.0,31.2,8.844374342797055
1347,212.0,180.0,95.0,31.2,8.740117614986174
1348,218.0,172.0,95.0,31.5,8.744245823110177
1349,213.0,173.0,95.0,31.5,8.810764497410133
1350,213.0,182.0,95.0,31.2,8.699653386299023
1351,217.0,172.0,95.0,31.3,8.760018693772638
1352,215.0,170.0,95.0,31.4,8.816255793122249
1353,214.0,174.0,95.0,31.3,8.782645947735327
1354,218.0,172.0,95.0,31.2,8.744245823110177
1355,213.0,169.0,95.0,31.2,8.860147213459516
1356,215.0,169.0,95.0,31.5,8.828601472134595
1357,214.0,171.0,95.0,31.3,8.819682984772363
1358,212.0,172.0,95.0,31.4,8.83888304708494
1359,211.0,169.0,95.0,31.2,8.891692954784439
1360,214.0,172.0,95.0,31.3,8.807337305760019
1361,214.0,172.0,95.0,31.3,8.807337305760019
1362,214.0,172.0,95.0,31.2,8.807337305760019
1363,211.0,170.0,95.0,31.3,8.87934727577209
1364,213.0,174.0,95.0,31.4,8.798418818397788
1365,212.0,177.0,95.0,31.2,8.777154652023212
1366,216.0,172.0,95.0,31.2,8.775791564435098
1367,213.0,174.0,95.0,31.2,8.798418818397788
1368,213.0,171.0,95.0,31.2,8.835455855434825
1369,218.0,182.0,95.0,31.3,8.62078903298672
1370,213.0,173.0,95.0,31.4,8.810764497410133
1371,213.0,180.0,95.0,31.3,8.724344744323712
1372,215.0,175.0,95.0,31.2,8.754527398060521
1373,219.0,172.0,95.0,31.5,8.728472952447717
1374,215.0,182.0,95.0,31.4,8.668107644974102
1375,220.0,171.0,95.0,31.3,8.7250457607976
1376,213.0,174.0,95.0,31.2,8.798418818397788
1377,214.0,174.0,95.0,31.5,8.782645947735327
1378,217.0,171.0,95.0,31.2,8.772364372784981
1379,214.0,173.0,95.0,31.3,8.794991626747672
1380,214.0,173.0,95.0,31.2,8.794991626747672
1381,214.0,174.0,95.0,31.5,8.782645947735327
1382,215.0,174.0,95.0,31.2,8.766873077072866
1383,213.0,171.0,95.0,31.5,8.835455855434825
1384,214.0,179.0,95.0,31.3,8.7209175526736
1385,215.0,171.0,95.0,31.3,8.803910114109904
1386,215.0,171.0,95.0,31.5,8.803910114109904
1387,216.0,171.0,95.0,31.2,8.788137243447443
1388,219.0,180.0,95.0,31.4,8.629707520348951
1389,215.0,179.0,95.0,31.4,8.705144682011138
1390,214.0,172.0,95.0,31.2,8.807337305760019
1391,213.0,171.0,95.0,31.7,8.835455855434825
1392,217.0,172.0,95.0,31.3,8.760018693772638
1393,217.0,171.0,95.0,31.3,8.772364372784981
1394,217.0,172.0,95.0,31.3,8.760018693772638
1395,214.0,171.0,95.0,31.3,8.819682984772363
1396,215.0,173.0,95.0,31.1,8.779218756085212
1397,217.0,171.0,95.0,31.3,8.772364372784981
1398,217.0,174.0,95.0,31.2,8.735327335747945
1399,218.0,183.0,95.0,31.2,8.608443353974375
1400,213.0,172.0,95.0,31.4,8.82311017642248
1401,213.0,175.0,95.0,31.2,8.786073139385442
1402,213.0,172.0,95.0,31.2,8.82311017642248
1403,214.0,172.0,95.0,31.2,8.807337305760019
1404,220.0,174.0,95.0,31.2,8.688008723760564
1405,216.0,171.0,95.0,31.7,8.788137243447443
1406,216.0,173.0,95.0,31.5,8.763445885422751
1407,215.0,172.0,95.0,31.5,8.791564435097559
1408,216.0,174.0,95.0,31.5,8.751100206410406
1409,216.0,171.0,95.0,31.4,8.788137243447443
1410,216.0,172.0,95.0,31.5,8.775791564435098
1411,216.0,172.0,95.0,31.2,8.775791564435098
1412,214.0,171.0,95.0,31.3,8.819682984772363
1413,216.0,174.0,95.0,31.3,8.751100206410406
1414,214.0,183.0,95.0,31.5,8.671534836624216
1415,214.0,172.0,95.0,31.2,8.807337305760019
1416,213.0,183.0,95.0,31.2,8.687307707286678
1417,215.0,172.0,95.0,31.2,8.791564435097559
1418,213.0,175.0,95.0,31.5,8.786073139385442
1419,219.0,171.0,95.0,31.3,8.740818631460062
1420,216.0,173.0,95.0,31.2,8.763445885422751
1421,217.0,171.0,95.0,30.9,8.772364372784981
1422,213.0,174.0,95.0,31.5,8.798418818397788
1423,216.0,175.0,95.0,31.2,8.738754527398061
1424,213.0,180.0,95.0,31.2,8.724344744323712
1425,215.0,171.0,95.0,31.3,8.803910114109904
1426,214.0,172.0,95.0,31.2,8.807337305760019
1427,215.0,174.0,95.0,31.2,8.766873077072866
1428,215.0,174.0,95.0,31.2,8.766873077072866
1429,219.0,173.0,95.0,31.3,8.71612727343537
1430,216.0,172.0,95.0,31.5,8.775791564435098
1431,215.0,175.0,95.0,31.2,8.754527398060521
1432,213.0,174.0,95.0,31.1,8.798418818397788
1433,216.0,172.0,95.0,31.4,8.775791564435098
1434,216.0,171.0,95.0,31.1,8.788137243447443
1435,215.0,182.0,95.0,31.3,8.668107644974102
1436,214.0,173.0,95.0,31.3,8.794991626747672
1437,213.0,171.0,95.0,31.2,8.835455855434825
1438,213.0,180.0,95.0,31.2,8.724344744323712
1439,214.0,171.0,95.0,31.4,8.819682984772363
1440,217.0,175.0,95.0,31.2,8.7229816567356
1441,214.0,171.0,95.0,31.4,8.819682984772363
1442,213.0,173.0,95.0,31.2,8.810764497410133
1443,217.0,174.0,95.0,31.3,8.735327335747945
1444,215.0,179.0,95.0,31.4,8.705144682011138
1445,215.0,171.0,95.0,31.4,8.803910114109904
1446,215.0,173.0,95.0,31.3,8.779218756085212
1447,214.0,172.0,95.0,31.2,8.807337305760019
1448,213.0,173.0,95.0,31.2,8.810764497410133
1449,217.0,175.0,95.0,31.5,8.7229816567356
1450,214.0,172.0,95.0,31.5,8.807337305760019
1451,215.0,175.0,95.0,31.1,8.754527398060521
1452,214.0,173.0,95.0,31.5,8.794991626747672
1453,215.0,179.0,95.0,31.5,8.705144682011138
1454,215.0,175.0,95.0,31.5,8.754527398060521
1455,217.0,181.0,95.0,31.4,8.648907582661526
1456,218.0,173.0,95.0,31.2,8.73190014409783
1457,213.0,173.0,95.0,31.3,8.810764497410133
1458,219.0,181.0,95.0,31.4,8.617361841336605
1459,216.0,171.0,95.0,31.3,8.788137243447443
1460,219.0,179.0,95.0,31.5,8.642053199361296
1461,215.0,179.0,95.0,31.6,8.705144682011138
1462,215.0,175.0,95.0,31.2,8.754527398060521
1463,218.0,173.0,95.0,31.6,8.73190014409783
1464,213.0,179.0,95.0,31.3,8.73669042333606
1465,219.0,173.0,95.0,30.8,8.71612727343537
1466,222.0,181.0,95.0,31.3,8.570043229349222
1467,214.0,173.0,95.0,31.2,8.794991626747672
1468,213.0,173.0,95.0,31.5,8.810764497410133
1469,215.0,171.0,95.0,31.5,8.803910114109904
1470,214.0,173.0,95.0,31.3,8.794991626747672
1471,218.0,175.0,95.0,31.3,8.707208786073139
1472,215.0,175.0,95.0,31.5,8.754527398060521
1473,215.0,175.0,95.0,31.2,8.754527398060521
1474,213.0,171.0,95.0,31.2,8.835455855434825
1475,215.0,175.0,95.0,31.4,8.754527398060521
1476,214.0,181.0,95.0,31.2,8.696226194648908
1477,212.0,179.0,95.0,31.5,8.75246329399852
1478,212.0,173.0,95.0,31.1,8.826537368072593
1479,216.0,175.0,95.0,31.4,8.738754527398061
1480,213.0,173.0,95.0,31.4,8.810764497410133
1481,217.0,175.0,95.0,31.5,8.7229816567356
1482,219.0,182.0,95.0,31.3,8.60501616232426
1483,220.0,174.0,95.0,31.4,8.688008723760564
1484,216.0,175.0,95.0,31.4,8.738754527398061
1485,215.0,174.0,95.0,31.5,8.766873077072866
1486,213.0,172.0,95.0,31.2,8.82311017642248
1487,216.0,182.0,95.0,31.3,8.65233477431164
1488,216.0,174.0,95.0,31.3,8.751100206410406
1489,221.0,171.0,95.0,31.4,8.70927289013514
1490,220.0,171.0,95.0,31.2,8.7250457607976
1491,215.0,171.0,95.0,31.4,8.803910114109904
1492,219.0,173.0,95.0,31.4,8.71612727343537
1493,216.0,175.0,95.0,31.5,8.738754527398061
1494,213.0,181.0,95.0,31.3,8.71199906531137
1495,219.0,180.0,95.0,31.2,8.629707520348951
1496,216.0,174.0,95.0,31.2,8.751100206410406
1497,216.0,173.0,95.0,31.2,8.763445885422751
1498,214.0,171.0,95.0,31.2,8.819682984772363
1499,213.0,174.0,95.0,31.6,8.798418818397788
1500,215.0,182.0,95.0,31.4,8.668107644974102
1501,216.0,173.0,95.0,31.3,8.763445885422751
1502,220.0,175.0,95.0,31.3,8.67566304474822
1503,216.0,183.0,95.0,31.3,8.639989095299295
1504,216.0,175.0,95.0,31.5,8.738754527398061
1505,215.0,173.0,95.0,31.5,8.779218756085212
1506,215.0,182.0,95.0,31.3,8.668107644974102
1507,215.0,174.0,95.0,31.2,8.766873077072866
1508,219.0,173.0,95.0,31.3,8.71612727343537
1509,212.0,175.0,95.0,31.2,8.801846010047903
1510,213.0,173.0,95.0,31.4,8.810764497410133
1511,219.0,181.0,95.0,31.2,8.617361841336605
1512,213.0,174.0,95.0,31.0,8.798418818397788
1513,215.0,175.0,95.0,31.5,8.754527398060521
1514,219.0,175.0,95.0,31.3,8.691435915410679
1515,216.0,175.0,95.0,31.5,8.738754527398061
1516,214.0,173.0,95.0,31.2,8.794991626747672
1517,216.0,171.0,95.0,31.2,8.788137243447443
1518,214.0,173.0,95.0,31.4,8.794991626747672
1519,218.0,173.0,95.0,32.1,8.73190014409783
1520,213.0,182.0,95.0,31.1,8.699653386299023
1521,213.0,174.0,95.0,31.3,8.798418818397788
1522,212.0,174.0,95.0,31.3,8.814191689060248
1523,211.0,179.0,95.0,31.2,8.76823616466098
1524,212.0,175.0,95.0,31.2,8.801846010047903
1525,213.0,171.0,95.0,31.2,8.835455855434825
1526,216.0,175.0,95.0,31.3,8.738754527398061
1527,212.0,173.0,95.0,31.0,8.826537368072593
1528,215.0,174.0,95.0,31.2,8.766873077072866
1529,213.0,174.0,95.0,31.4,8.798418818397788
1530,213.0,175.0,95.0,31.3,8.786073139385442
1531,216.0,173.0,95.0,31.2,8.763445885422751
1532,213.0,174.0,95.0,31.3,8.798418818397788
1533,212.0,179.0,95.0,31.4,8.75246329399852
1534,215.0,173.0,95.0,31.4,8.779218756085212
1535,215.0,173.0,95.0,31.4,8.779218756085212
1536,211.0,174.0,95.0,31.3,8.82996455972271
1537,211.0,179.0,95.0,31.2,8.76823616466098
1538,214.0,175.0,95.0,31.2,8.77030026872298
1539,213.0,173.0,95.0,31.1,8.810764497410133
1540,215.0,175.0,95.0,31.2,8.754527398060521
1541,218.0,175.0,95.0,31.4,8.707208786073139
1542,212.0,173.0,95.0,31.3,8.826537368072593
1543,214.0,173.0,95.0,31.0,8.794991626747672
1544,215.0,173.0,95.0,31.2,8.779218756085212
1545,214.0,173.0,95.0,31.2,8.794991626747672
1546,211.0,174.0,95.0,31.2,8.82996455972271
1547,212.0,181.0,95.0,31.2,8.727771935973829
1548,213.0,175.0,95.0,31.2,8.786073139385442
1549,215.0,180.0,95.0,31.3,8.692799002998793
1550,214.0,175.0,95.0,31.3,8.77030026872298
1551,211.0,174.0,95.0,31.5,8.82996455972271
1552,214.0,173.0,95.0,31.0,8.794991626747672
1553,214.0,173.0,95.0,31.2,8.794991626747672
1554,220.0,173.0,95.0,31.3,8.70035440277291
1555,215.0,174.0,95.0,31.3,8.766873077072866
1556,216.0,172.0,95.0,31.3,8.775791564435098
1557,211.0,181.0,95.0,31.3,8.74354480663629
1558,211.0,174.0,95.0,31.2,8.82996455972271
1559,212.0,174.0,95.0,31.2,8.814191689060248
1560,212.0,174.0,95.0,31.3,8.814191689060248
1561,212.0,171.0,95.0,31.2,8.851228726097286
1562,213.0,173.0,95.0,31.2,8.810764497410133
1563,213.0,174.0,95.0,31.1,8.798418818397788
1564,217.0,173.0,95.0,31.0,8.747673014760291
1565,215.0,181.0,95.0,31.2,8.680453323986447
1566,212.0,175.0,95.0,31.2,8.801846010047903
1567,213.0,183.0,95.0,31.3,8.687307707286678
1568,215.0,175.0,95.0,31.2,8.754527398060521
1569,212.0,175.0,95.0,31.0,8.801846010047903
1570,213.0,174.0,95.0,31.2,8.798418818397788
1571,216.0,171.0,95.0,31.1,8.788137243447443
1572,218.0,173.0,95.0,31.3,8.73190014409783
1573,213.0,174.0,95.0,31.1,8.798418818397788
1574,217.0,175.0,95.0,31.2,8.7229816567356
1575,213.0,171.0,95.0,31.2,8.835455855434825
1576,213.0,175.0,95.0,31.0,8.786073139385442
1577,213.0,173.0,95.0,31.3,8.810764497410133
1578,214.0,174.0,95.0,31.2,8.782645947735327
1579,214.0,171.0,95.0,31.1,8.819682984772363
1580,215.0,175.0,95.0,31.1,8.754527398060521
